target_draw,draw_date,history_cutoff,period,era,consensus_ticket,actual_main_numbers,special_number,hits,m1_plus,m2_plus,m3_plus,m4_plus,m5_plus,m6_plus,n_supported_numbers,top1_score,top1_support,top6_mean_support,rank6_score,rank7_score,rank6_minus_rank7_margin,rank6_support,rank7_support,rank6_rank7_tied,top6_family_breadth_mean,top6_distinct_families,score_entropy_norm,support_concentration_hhi,top6_score_mass_fraction,minority_support_mass,strategy_disagreement,family_disagreement,top6_slots_in_43_49,top6_slots_in_1_12,winner_ranks,winner_supports,winner_min_rank,n_winners_rank_7_8,n_winners_rank_7_12,n_winners_rank_21plus,n_winners_zero_support,top6_mean_gap,winners_mean_gap,top1_missed,special_rank,best_single_strategy_hits,n_strategies_m2plus
105000030,2016-03-22,105000029,SEARCH_1117,PRE_2023,1;2;3;11;16;24,7;11;16;20;30;33,6,2,1,1,0,0,0,0,39,0.363636,9,6.5,0.151515,0.151515,0.0,5,9,1,3.8333,8,0.855142,0.045679,0.409091,0.158009,0.873065,0.852042,0,4,3;5;7;13;29;41,0;8;6;1;9;5,3,1,1,2,1,12.0,6.167,1,40,3,8
105000031,2016-03-25,105000030,SEARCH_1117,PRE_2023,1;2;3;11;13;16,7;11;22;37;40;41,20,1,1,0,0,0,0,0,40,0.333333,10,6.5,0.143939,0.143939,0.0,6,5,1,4.1667,8,0.868987,0.042831,0.391775,0.233766,0.875703,0.84348,0,4,1;10;32;36;47;48,3;10;1;1;0;0,1,0,1,4,2,10.667,6.833,0,18,2,2
105000032,2016-03-29,105000031,SEARCH_1117,PRE_2023,2;3;4;7;11;20,1;17;18;34;46;47,25,0,0,0,0,0,0,0,40,0.318182,7,6.8333,0.166667,0.136364,0.030303,5,5,0,4.6667,8,0.862085,0.044892,0.424242,0.194805,0.872939,0.843368,0,5,22;23;29;33;47;48,1;2;2;0;0;3,22,0,0,6,2,9.0,5.0,1,45,2,2
105000033,2016-04-01,105000032,SEARCH_1117,PRE_2023,1;2;3;7;11;16,8;12;16;29;37;39,40,1,1,0,0,0,0,0,42,0.333333,8,6.0,0.143939,0.136364,0.007576,6,5,0,3.5,7,0.884815,0.040657,0.385281,0.209957,0.894014,0.860486,0,5,6;10;15;28;35;47,4;2;6;3;0;1,6,0,1,3,1,9.5,8.0,1,48,1,0
105000034,2016-04-05,105000033,SEARCH_1117,PRE_2023,1;2;3;7;11;16,14;23;26;32;38;43,3,0,0,0,0,0,0,0,43,0.333333,10,6.8333,0.181818,0.143939,0.037879,5,4,0,4.5,8,0.875508,0.043571,0.415584,0.218615,0.879738,0.853106,0,5,15;16;18;23;28;33,2;3;1;2;4;1,15,0,0,3,0,10.0,13.833,1,6,2,2
105000035,2016-04-08,105000034,SEARCH_1117,PRE_2023,2;4;5;11;24;30,2;7;13;30;36;45,43,2,1,1,0,0,0,0,42,0.287879,8,6.5,0.151515,0.151515,0.0,5,6,1,3.8333,8,0.886661,0.039214,0.363636,0.209957,0.882562,0.864497,0,4,2;5;14;19;20;37,6;3;2;10;3;1,2,0,0,1,0,15.5,16.0,1,23,2,8
105000036,2016-04-12,105000035,SEARCH_1117,PRE_2023,2;3;6;7;11;16,11;14;19;39;45;49,23,1,1,0,0,0,0,0,41,0.272727,9,6.5,0.159091,0.159091,0.0,8,8,1,4.5,7,0.877466,0.040207,0.374459,0.207792,0.880027,0.849394,0,5,1;18;24;30;36;47,9;2;2;0;1;5,1,0,0,4,1,4.167,5.667,0,25,2,3
105000037,2016-04-15,105000036,SEARCH_1117,PRE_2023,4;9;10;11;16;24,9;13;17;28;45;47,3,1,1,0,0,0,0,0,44,0.333333,9,6.0,0.159091,0.159091,0.0,5,6,1,3.6667,8,0.883581,0.040526,0.359307,0.199134,0.883257,0.868368,0,4,3;7;9;25;28;37,5;6;2;8;3;2,3,1,2,3,0,10.167,9.5,1,8,3,6
105000038,2016-04-19,105000037,SEARCH_1117,PRE_2023,2;4;7;11;13;16,12;21;39;41;46;47,14,0,0,0,0,0,0,0,38,0.242424,6,6.1667,0.166667,0.166667,0.0,7,5,1,3.8333,7,0.873524,0.039505,0.361472,0.201299,0.882088,0.853282,0,4,19;35;39;46;48;49,0;3;0;0;0;3,19,0,0,5,4,3.833,6.0,1,12,1,0
105000039,2016-04-22,105000038,SEARCH_1117,PRE_2023,2;4;5;11;13;24,12;19;23;33;46;48,29,0,0,0,0,0,0,0,45,0.272727,7,5.3333,0.136364,0.136364,0.0,3,3,1,3.5,6,0.914302,0.034182,0.32684,0.212121,0.905532,0.883846,0,4,15;22;33;34;45;47,3;0;1;5;3;1,15,0,0,5,1,9.667,5.0,1,25,2,3
105000040,2016-04-26,105000039,SEARCH_1117,PRE_2023,2;11;13;16;24;27,6;12;21;25;34;43,28,0,0,0,0,0,0,0,42,0.272727,7,6.0,0.143939,0.136364,0.007576,6,3,0,3.8333,7,0.904877,0.034904,0.331169,0.194805,0.896201,0.872465,0,2,7;34;35;45;46;48,1;3;0;0;0;1,7,1,1,5,3,9.833,6.667,1,21,1,0
105000041,2016-04-29,105000040,SEARCH_1117,PRE_2023,11;12;13;16;24;27,8;14;27;31;36;40,3,1,1,0,0,0,0,0,41,0.265152,6,5.3333,0.151515,0.143939,0.007576,5,7,0,3.5,8,0.913691,0.032636,0.300866,0.233766,0.897749,0.857946,0,2,5;13;24;31;34;43,1;0;5;6;3;3,5,0,0,4,1,10.0,11.833,1,10,3,5
105000042,2016-05-03,105000041,SEARCH_1117,PRE_2023,1;2;11;13;16;24,1;7;17;40;41;43,33,1,1,0,0,0,0,0,42,0.280303,7,5.5,0.136364,0.136364,0.0,3,3,1,3.6667,6,0.909776,0.034117,0.309524,0.162338,0.897309,0.873045,0,3,5;15;23;24;34;44,3;1;0;3;5;5,5,0,0,4,1,10.833,4.833,1,47,2,5
105000043,2016-05-06,105000042,SEARCH_1117,PRE_2023,2;3;11;16;17;38,1;26;37;39;42;48,41,0,0,0,0,0,0,0,40,0.265152,6,6.1667,0.159091,0.143939,0.015152,6,6,0,3.8333,7,0.888032,0.037771,0.354978,0.218615,0.889828,0.858382,0,3,8;15;22;34;46;49,3;0;2;1;3;0,8,1,1,4,2,8.167,7.333,1,19,2,1
105000044,2016-05-10,105000043,SEARCH_1117,PRE_2023,1;2;11;16;17;24,3;4;8;22;36;38,7,0,0,0,0,0,0,0,41,0.371212,9,6.5,0.143939,0.136364,0.007576,6,4,0,4.5,8,0.87385,0.042559,0.380952,0.179654,0.885398,0.843627,0,3,7;12;17;26;27;46,4;2;2;0;1;5,7,1,2,3,1,10.167,9.833,1,11,3,3
105000045,2016-05-13,105000044,SEARCH_1117,PRE_2023,1;2;3;5;11;17,3;10;22;31;35;38,37,1,1,0,0,0,0,0,40,0.265152,7,6.1667,0.166667,0.159091,0.007576,4,4,0,4.5,8,0.874209,0.040798,0.378788,0.145022,0.887152,0.848181,0,5,1;10;13;16;24;43,7;4;0;3;3;3,1,0,1,2,1,7.5,8.167,0,11,2,4
105000046,2016-05-17,105000045,SEARCH_1117,PRE_2023,2;3;5;7;11;16,2;3;20;23;34;42,40,2,1,1,0,0,0,0,44,0.325758,8,5.6667,0.128788,0.128788,0.0,3,6,1,3.5,6,0.895853,0.03912,0.37013,0.205628,0.891158,0.867455,0,5,1;4;12;29;38;49,4;8;4;1;0;1,1,0,1,3,1,10.0,7.333,0,22,2,2
105000047,2016-05-20,105000046,SEARCH_1117,PRE_2023,2;3;5;11;16;17,5;10;25;30;40;43,26,1,1,0,0,0,0,0,45,0.310606,8,6.6667,0.143939,0.143939,0.0,7,7,1,4.3333,7,0.892429,0.040535,0.393939,0.274892,0.894245,0.870685,0,4,3;15;19;20;22;47,6;2;0;4;3;2,3,0,0,2,1,9.0,8.833,1,44,2,1
105000048,2016-05-24,105000047,SEARCH_1117,PRE_2023,3;5;11;16;24;30,6;8;13;21;33;39,45,0,0,0,0,0,0,0,43,0.356061,8,6.6667,0.174242,0.151515,0.022727,8,5,0,4.6667,8,0.889616,0.039673,0.372294,0.233766,0.893179,0.845986,0,3,15;16;24;32;43;47,2;1;2;0;1;4,15,0,0,4,1,10.833,7.5,1,39,2,1
105000049,2016-05-27,105000048,SEARCH_1117,PRE_2023,2;3;11;15;16;24,2;9;13;16;24;39,41,3,1,1,1,0,0,0,43,0.393939,9,6.5,0.159091,0.143939,0.015152,7,6,0,4.0,7,0.890901,0.041004,0.387446,0.313853,0.888606,0.846991,0,3,2;5;6;14;23;26,4;1;2;7;7;6,2,0,0,2,0,18.167,11.333,1,22,3,10
105000050,2016-05-31,105000049,SEARCH_1117,PRE_2023,2;3;11;13;30;39,1;2;5;32;45;46,43,1,1,0,0,0,0,0,43,0.295455,8,7.1667,0.136364,0.121212,0.015152,8,3,0,5.3333,8,0.905553,0.037134,0.365801,0.305195,0.889985,0.845693,0,3,2;7;10;16;40;41,2;6;3;3;2;2,2,1,2,2,0,4.0,8.5,1,27,2,3
105000051,2016-06-03,105000050,SEARCH_1117,PRE_2023,1;3;11;15;17;27,3;10;27;33;41;44,7,2,1,1,0,0,0,0,42,0.272727,7,6.0,0.143939,0.121212,0.022727,5,3,0,4.1667,8,0.90356,0.036131,0.352814,0.244589,0.891466,0.837072,0,3,1;6;21;22;26;33,7;1;5;2;3;5,1,0,0,4,0,13.5,10.167,0,16,2,3
105000052,2016-06-07,105000051,SEARCH_1117,PRE_2023,2;3;11;15;17;39,5;8;23;31;39;44,19,1,1,0,0,0,0,0,41,0.371212,9,6.5,0.121212,0.113636,0.007576,7,5,0,4.5,8,0.887314,0.040666,0.374459,0.248918,0.889041,0.847916,0,3,6;23;25;29;40;45,1;1;0;4;7;3,6,0,0,5,1,12.333,3.833,1,16,2,2
105000053,2016-06-10,105000052,SEARCH_1117,PRE_2023,2;3;5;11;15;17,4;13;15;22;23;48,3,1,1,0,0,0,0,0,44,0.280303,7,6.1667,0.174242,0.143939,0.030303,4,5,0,4.1667,8,0.889117,0.040226,0.38961,0.292208,0.889524,0.840893,0,4,3;10;22;24;43;44,1;1;7;2;7;1,3,0,1,4,0,12.833,12.5,1,2,2,3
105000054,2016-06-14,105000053,SEARCH_1117,PRE_2023,3;5;11;15;23;39,12;13;16;33;35;37,18,0,0,0,0,0,0,0,42,0.431818,11,7.6667,0.151515,0.143939,0.007576,4,6,0,5.1667,8,0.871497,0.045145,0.400433,0.183983,0.858265,0.816259,0,3,13;19;28;29;45;47,2;3;1;0;0;1,13,0,0,4,2,4.5,7.167,1,16,1,0
105000055,2016-06-17,105000054,SEARCH_1117,PRE_2023,3;11;13;16;18;23,7;10;17;20;21;31,49,0,0,0,0,0,0,0,39,0.340909,11,7.3333,0.174242,0.166667,0.007576,6,4,0,5.0,8,0.868932,0.042109,0.391775,0.242424,0.867579,0.824106,0,2,16;21;22;24;42;43,2;0;3;2;0;3,16,0,0,5,2,8.333,8.167,1,32,2,2
105000056,2016-06-21,105000055,SEARCH_1117,PRE_2023,2;3;13;15;17;39,2;27;34;35;36;49,26,1,1,0,0,0,0,0,41,0.386364,10,7.5,0.143939,0.136364,0.007576,10,6,0,4.6667,8,0.870809,0.042943,0.376623,0.222944,0.858621,0.825164,0,2,3;27;31;38;45;46,4;0;2;1;0;5,3,0,0,5,2,3.5,9.167,1,37,2,2
105000057,2016-06-24,105000056,SEARCH_1117,PRE_2023,2;3;13;15;18;39,14;17;27;28;39;41,18,1,1,0,0,0,0,0,41,0.325758,10,7.1667,0.174242,0.151515,0.022727,10,5,0,4.3333,8,0.873017,0.041632,0.396104,0.194805,0.872843,0.857905,0,2,6;7;10;19;26;48,2;5;4;5;10;0,6,1,2,2,1,7.333,8.333,1,4,2,6
105000058,2016-06-28,105000057,SEARCH_1117,PRE_2023,13;15;17;18;23;27,7;8;25;39;45;46,38,0,0,0,0,0,0,0,43,0.333333,9,6.5,0.151515,0.151515,0.0,7,5,1,4.3333,8,0.893037,0.037921,0.341991,0.257576,0.884344,0.867617,0,0,8;14;29;31;39;47,1;2;0;9;2;1,8,1,1,4,1,7.0,6.167,1,41,2,2
105000059,2016-07-01,105000058,SEARCH_1117,PRE_2023,3;7;15;18;23;39,8;20;24;34;41;43,32,0,0,0,0,0,0,0,41,0.242424,6,6.6667,0.19697,0.181818,0.015152,10,4,0,4.1667,8,0.882446,0.038755,0.357143,0.253247,0.882193,0.856815,0,2,9;10;25;30;36;41,4;1;6;2;1;1,9,0,2,4,0,8.167,5.333,1,24,1,0
105000060,2016-07-05,105000059,SEARCH_1117,PRE_2023,1;3;8;18;23;39,6;9;15;17;40;47,24,0,0,0,0,0,0,0,43,0.242424,8,6.3333,0.181818,0.174242,0.007576,4,5,0,4.0,8,0.89237,0.038211,0.365801,0.21645,0.886357,0.850455,0,3,8;19;23;27;36;48,1;2;4;2;0;3,8,1,1,4,1,9.5,11.333,1,11,3,2
105000061,2016-07-08,105000060,SEARCH_1117,PRE_2023,3;8;13;17;18;39,9;10;13;19;23;35,38,1,1,0,0,0,0,0,41,0.287879,7,7.3333,0.19697,0.19697,0.0,6,5,1,4.8333,8,0.864934,0.043449,0.398268,0.287879,0.859015,0.819018,0,2,6;12;18;27;29;42,1;0;6;4;2;1,6,0,1,3,1,8.667,8.167,1,40,2,2
105000062,2016-07-12,105000061,SEARCH_1117,PRE_2023,3;8;13;15;17;23,25;31;34;42;43;46,5,0,0,0,0,0,0,0,41,0.348485,10,7.5,0.204545,0.19697,0.007576,9,10,0,5.0,8,0.861867,0.045314,0.424242,0.279221,0.851287,0.808766,0,2,12;16;24;27;33;41,1;1;6;5;1;1,12,0,1,4,0,3.333,6.167,1,13,2,1
105000063,2016-07-15,105000062,SEARCH_1117,PRE_2023,3;8;13;15;17;39,24;25;29;33;35;38,49,0,0,0,0,0,0,0,39,0.340909,10,7.6667,0.212121,0.159091,0.05303,10,8,0,5.0,7,0.845356,0.046766,0.430736,0.166667,0.853412,0.818063,0,2,10;14;15;20;23;47,4;2;5;0;4;4,10,0,1,2,1,4.833,10.667,1,28,2,7
105000064,2016-07-19,105000063,SEARCH_1117,PRE_2023,1;3;13;17;23;39,7;13;33;40;45;46,39,1,1,0,0,0,0,0,43,0.318182,9,6.5,0.166667,0.159091,0.007576,9,7,0,4.5,8,0.878013,0.040695,0.367965,0.214286,0.882598,0.848285,0,2,3;23;25;27;35;43,1;5;1;3;4;1,3,0,0,5,0,7.167,3.667,1,6,3,2
105000065,2016-07-22,105000064,SEARCH_1117,PRE_2023,3;7;13;15;17;39,2;10;17;27;33;49,15,1,1,0,0,0,0,0,42,0.295455,7,6.8333,0.181818,0.174242,0.007576,7,8,0,4.5,8,0.871188,0.042128,0.387446,0.207792,0.878194,0.830913,0,2,6;8;23;33;44;45,1;0;7;0;7;4,6,1,1,4,2,5.5,6.0,1,3,2,2
105000066,2016-07-26,105000065,SEARCH_1117,PRE_2023,3;8;13;15;17;18,9;15;19;22;35;41,37,1,1,0,0,0,0,0,43,0.227273,8,6.5,0.181818,0.159091,0.022727,5,4,0,4.1667,7,0.889608,0.037827,0.361472,0.261905,0.89384,0.846337,0,2,4;18;19;31;38;45,2;6;0;2;4;2,4,0,0,3,1,10.833,6.5,1,48,3,2
105000067,2016-07-29,105000066,SEARCH_1117,PRE_2023,7;15;17;18;23;33,9;15;27;28;30;41,13,1,1,0,0,0,0,0,39,0.219697,8,6.6667,0.19697,0.181818,0.015152,6,4,0,4.6667,8,0.87984,0.038586,0.357143,0.207792,0.889734,0.827641,0,1,5;10;20;28;33;34,3;6;1;4;2;3,5,0,1,3,0,8.167,5.833,1,8,2,4
105000068,2016-08-02,105000067,SEARCH_1117,PRE_2023,9;11;17;18;27;33,4;15;20;22;28;29,1,0,0,0,0,0,0,0,41,0.287879,7,7.0,0.159091,0.151515,0.007576,7,4,0,4.6667,8,0.882916,0.038708,0.354978,0.233766,0.878625,0.823,0,2,11;18;19;20;21;48,3;2;3;3;3;0,11,0,1,2,1,12.667,5.5,1,15,2,2
105000069,2016-08-05,105000068,SEARCH_1117,PRE_2023,3;4;9;17;18;23,1;2;22;27;35;40,33,0,0,0,0,0,0,0,44,0.295455,9,6.1667,0.151515,0.143939,0.007576,5,5,0,4.1667,8,0.891083,0.038708,0.367965,0.242424,0.892275,0.853581,0,3,9;17;25;33;34;42,3;1;2;3;3;1,9,0,1,4,0,11.667,5.667,1,8,2,3
105000070,2016-08-09,105000069,SEARCH_1117,PRE_2023,7;9;17;18;22;23,15;17;30;35;37;45,41,1,1,0,0,0,0,0,45,0.19697,7,5.5,0.166667,0.166667,0.0,5,4,1,4.3333,8,0.918898,0.032833,0.309524,0.292208,0.902343,0.851603,0,2,6;10;26;27;31;33,4;5;2;3;1;4,6,0,1,4,0,10.333,5.5,1,20,2,4
105000071,2016-08-12,105000070,SEARCH_1117,PRE_2023,7;11;15;17;18;22,8;20;33;35;42;43,10,0,0,0,0,0,0,0,38,0.265152,7,6.8333,0.143939,0.143939,0.0,4,5,1,4.8333,8,0.870941,0.040048,0.37013,0.242424,0.876845,0.818264,0,2,21;22;28;31;35;40,0;2;1;4;1;1,21,0,0,6,1,14.167,6.667,1,41,2,2
105000072,2016-08-16,105000071,SEARCH_1117,PRE_2023,7;8;11;17;18;35,5;14;15;20;27;29,35,0,0,0,0,0,0,0,44,0.333333,9,6.3333,0.136364,0.128788,0.007576,3,3,0,3.8333,7,0.89758,0.038221,0.359307,0.274892,0.889663,0.866437,0,3,14;17;28;31;34;38,2;2;2;4;2;1,14,0,0,4,0,14.667,7.5,1,3,2,3
105000073,2016-08-19,105000072,SEARCH_1117,PRE_2023,1;11;17;18;32;35,5;19;26;44;46;48,36,0,0,0,0,0,0,0,44,0.287879,7,6.3333,0.136364,0.136364,0.0,3,5,1,4.3333,8,0.904618,0.035719,0.333333,0.231602,0.892009,0.860388,0,2,8;11;23;38;41;49,3;1;5;6;2;0,8,1,2,4,1,18.333,14.667,1,48,2,6
105000074,2016-08-23,105000073,SEARCH_1117,PRE_2023,7;11;17;18;22;35,25;26;37;38;44;48,31,0,0,0,0,0,0,0,39,0.356061,9,7.6667,0.174242,0.151515,0.022727,10,5,0,4.5,8,0.872959,0.041894,0.38961,0.25974,0.868822,0.850991,0,2,12;25;43;47;48;49,0;5;0;0;4;0,12,0,1,5,4,17.0,4.833,1,45,2,3
105000075,2016-08-26,105000074,SEARCH_1117,PRE_2023,6;11;17;27;33;35,9;28;34;41;42;49,6,0,0,0,0,0,0,0,42,0.227273,7,6.8333,0.189394,0.181818,0.007576,5,4,0,4.6667,7,0.883441,0.039177,0.365801,0.201299,0.885881,0.855576,0,2,12;19;34;37;38;47,3;1;0;3;2;4,12,0,1,4,1,11.667,8.333,1,6,2,2
105000076,2016-08-30,105000075,SEARCH_1117,PRE_2023,3;4;6;11;27;33,1;11;18;27;36;46,26,2,1,1,0,0,0,0,44,0.227273,5,5.8333,0.189394,0.189394,0.0,7,7,1,3.8333,7,0.897989,0.037209,0.359307,0.246753,0.889657,0.86159,0,4,2;5;9;25;36;43,1;7;7;6;1;1,2,0,1,3,0,16.333,19.667,1,47,2,7
105000077,2016-09-02,105000076,SEARCH_1117,PRE_2023,4;6;11;15;27;33,9;11;20;21;45;46,42,1,1,0,0,0,0,0,40,0.242424,7,6.1667,0.189394,0.151515,0.037879,5,7,0,4.3333,8,0.882912,0.038043,0.361472,0.220779,0.884449,0.837277,0,3,1;18;21;22;29;33,1;7;2;3;2;6,1,0,0,4,0,6.5,6.333,0,31,2,2
105000078,2016-09-06,105000077,SEARCH_1117,PRE_2023,3;4;6;15;27;35,4;7;20;23;28;45,35,1,1,0,0,0,0,0,40,0.30303,7,6.0,0.174242,0.174242,0.0,4,5,1,4.3333,7,0.874346,0.039861,0.357143,0.17316,0.877693,0.825312,0,3,1;14;20;24;27;28,7;2;4;3;1;3,1,0,0,3,0,11.667,7.667,0,5,2,5
105000079,2016-09-09,105000078,SEARCH_1117,PRE_2023,6;8;9;16;18;20,1;12;35;36;41;44,21,0,0,0,0,0,0,0,44,0.325758,10,5.5,0.136364,0.136364,0.0,3,6,1,3.3333,6,0.902949,0.036703,0.337662,0.309524,0.891533,0.859518,0,3,15;21;23;27;30;43,2;2;2;1;2;3,15,0,0,5,0,9.667,8.0,1,33,2,1
105000080,2016-09-13,105000079,SEARCH_1117,PRE_2023,3;6;16;20;32;35,3;16;22;33;40;41,39,2,1,1,0,0,0,0,45,0.265152,6,7.0,0.151515,0.136364,0.015152,5,6,0,4.3333,8,0.902213,0.03705,0.354978,0.24026,0.886569,0.862196,0,2,1;6;11;16;34;44,6;5;2;3;1;7,1,0,1,2,0,18.0,14.5,0,19,2,8
105000081,2016-09-16,105000080,SEARCH_1117,PRE_2023,6;11;17;32;33;35,17;23;30;31;34;49,36,1,1,0,0,0,0,0,40,0.25,6,6.5,0.143939,0.136364,0.007576,8,7,0,4.5,8,0.891493,0.036459,0.335498,0.24026,0.888248,0.839073,0,2,5;21;26;31;40;47,5;3;2;2;0;2,5,0,0,5,1,11.667,9.333,1,48,3,4
105000082,2016-09-20,105000081,SEARCH_1117,PRE_2023,6;17;20;27;35;41,4;7;17;22;44;45,32,1,1,0,0,0,0,0,45,0.272727,7,6.6667,0.151515,0.143939,0.007576,4,9,0,4.3333,8,0.912045,0.034951,0.339827,0.296537,0.882967,0.858119,0,1,1;13;26;30;37;40,2;1;7;1;3;3,1,0,0,4,0,6.333,3.0,0,7,2,3
105000083,2016-09-23,105000082,SEARCH_1117,PRE_2023,6;11;17;32;35;41,1;2;29;31;33;43,40,0,0,0,0,0,0,0,39,0.310606,8,7.1667,0.151515,0.143939,0.007576,4,9,0,4.6667,7,0.869199,0.040948,0.376623,0.257576,0.862926,0.821495,0,2,8;24;30;40;43;45,0;3;0;0;3;1,8,1,1,5,3,11.667,7.667,1,37,2,1
105000084,2016-09-27,105000083,SEARCH_1117,PRE_2023,1;6;17;33;35;41,14;15;16;35;46;48,2,1,1,0,0,0,0,0,40,0.227273,5,6.5,0.181818,0.159091,0.022727,7,5,0,4.1667,8,0.886351,0.037527,0.350649,0.266234,0.867789,0.837423,0,2,3;21;27;31;35;49,1;2;2;8;3;0,3,0,0,5,1,6.167,8.333,1,17,2,3
105000085,2016-09-30,105000084,SEARCH_1117,PRE_2023,6;18;20;33;35;41,4;10;31;38;40;48,5,0,0,0,0,0,0,0,38,0.295455,10,6.6667,0.166667,0.159091,0.007576,4,9,0,4.1667,8,0.874692,0.039654,0.365801,0.233766,0.856562,0.831071,0,1,15;22;32;37;46;49,2;2;0;1;0;2,15,0,0,5,2,8.167,7.0,1,31,2,2
105000086,2016-10-04,105000085,SEARCH_1117,PRE_2023,6;17;18;32;33;35,11;23;30;35;40;44,7,1,1,0,0,0,0,0,40,0.234848,8,6.8333,0.151515,0.143939,0.007576,5,5,0,4.1667,7,0.888308,0.036478,0.333333,0.209957,0.880244,0.859484,0,1,2;13;23;26;40;49,3;2;1;8;0;3,2,0,0,4,1,13.5,4.333,1,18,3,2
105000087,2016-10-07,105000086,SEARCH_1117,PRE_2023,6;11;31;32;33;35,10;16;30;33;37;42,43,1,1,0,0,0,0,0,40,0.295455,9,6.6667,0.174242,0.136364,0.037879,9,3,0,4.3333,8,0.883158,0.038567,0.359307,0.248918,0.877006,0.851558,0,2,5;26;28;30;36;45,0;1;3;6;1;1,5,0,0,5,1,12.0,5.833,1,32,2,2
105000088,2016-10-11,105000087,SEARCH_1117,PRE_2023,6;23;33;35;40;41,2;8;13;14;37;39,38,0,0,0,0,0,0,0,42,0.280303,8,7.0,0.159091,0.143939,0.015152,8,8,0,3.8333,8,0.889649,0.038108,0.357143,0.25974,0.869133,0.860983,0,1,19;21;37;40;44;49,0;2;3;1;0;2,19,0,0,5,2,7.167,13.5,1,41,3,3
105000089,2016-10-14,105000088,SEARCH_1117,PRE_2023,6;18;27;32;33;35,10;23;29;30;44;47,7,0,0,0,0,0,0,0,45,0.310606,11,7.3333,0.159091,0.151515,0.007576,5,8,0,4.1667,8,0.888434,0.040695,0.38961,0.372294,0.858215,0.858354,0,1,15;17;18;29;33;43,2;2;1;1;6;5,15,0,0,3,0,16.5,7.5,1,24,2,2
105000090,2016-10-18,105000089,SEARCH_1117,PRE_2023,6;10;27;32;33;35,14;15;16;24;44;47,21,0,0,0,0,0,0,0,40,0.325758,9,8.0,0.189394,0.159091,0.030303,10,5,0,4.1667,8,0.870493,0.041847,0.385281,0.207792,0.863854,0.844762,0,2,16;18;20;24;33;37,1;1;3;3;4;4,16,0,0,3,0,15.333,6.667,1,28,2,5
105000091,2016-10-21,105000090,SEARCH_1117,PRE_2023,6;10;15;23;32;35,2;8;21;32;33;37,15,1,1,0,0,0,0,0,42,0.280303,7,7.3333,0.174242,0.136364,0.037879,8,5,0,4.1667,8,0.879894,0.04016,0.376623,0.225108,0.870501,0.844578,0,2,4;7;21;28;40;43,0;2;1;10;5;1,4,1,1,4,1,13.667,11.333,1,3,2,3
105000092,2016-10-25,105000091,SEARCH_1117,PRE_2023,2;6;10;15;33;35,5;15;25;27;33;34,43,2,1,1,0,0,0,0,41,0.378788,9,7.1667,0.181818,0.143939,0.037879,7,10,0,4.1667,7,0.863478,0.044499,0.406926,0.201299,0.865271,0.841532,0,3,5;6;10;23;37;40,3;6;1;1;7;1,5,0,1,3,0,7.5,11.167,1,18,2,6
105000093,2016-10-28,105000092,SEARCH_1117,PRE_2023,1;2;6;15;19;33,1;10;13;33;37;38,40,2,1,1,0,0,0,0,43,0.30303,9,6.8333,0.151515,0.151515,0.0,7,5,1,3.8333,7,0.873137,0.041172,0.376623,0.192641,0.872163,0.860925,0,3,4;5;7;22;29;37,4;5;1;9;2;1,4,1,1,3,0,11.167,5.0,1,32,3,7
105000094,2016-11-01,105000093,SEARCH_1117,PRE_2023,2;6;10;11;15;33,10;11;15;20;31;49,44,3,1,1,1,0,0,0,40,0.348485,9,7.1667,0.181818,0.174242,0.007576,6,7,0,4.3333,7,0.856175,0.045389,0.419913,0.222944,0.862428,0.84515,0,4,1;5;6;32;40;47,9;6;6;2;0;1,1,0,0,3,1,8.167,8.167,0,17,2,6
105000095,2016-11-04,105000094,SEARCH_1117,PRE_2023,2;3;6;10;15;18,2;3;17;28;38;49,21,2,1,1,0,0,0,0,40,0.386364,10,6.6667,0.174242,0.174242,0.0,6,8,1,4.1667,8,0.859009,0.045473,0.409091,0.205628,0.861221,0.842007,0,4,4;5;38;40;43;48,5;4;0;1;0;1,4,0,0,4,2,12.5,8.667,1,44,2,1
105000096,2016-11-08,105000095,SEARCH_1117,PRE_2023,2;6;10;12;15;33,3;6;11;17;22;49,44,1,1,0,0,0,0,0,40,0.340909,8,7.8333,0.174242,0.151515,0.022727,5,7,0,4.5,7,0.846765,0.048903,0.45671,0.253247,0.846592,0.835593,0,4,2;9;25;31;32;40,3;7;2;1;2;1,2,0,1,4,0,10.167,9.167,1,16,3,3
105000097,2016-11-11,105000096,SEARCH_1117,PRE_2023,2;10;12;15;17;18,2;7;8;22;28;32,20,1,1,0,0,0,0,0,41,0.25,7,6.0,0.151515,0.143939,0.007576,5,6,0,4.0,7,0.89969,0.03525,0.329004,0.222944,0.88822,0.855692,0,3,2;13;18;19;20;45,5;2;3;2;0;5,2,0,0,1,1,8.0,5.333,1,24,2,2
105000098,2016-11-15,105000097,SEARCH_1117,PRE_2023,2;9;10;12;15;18,7;8;25;33;41;43,6,0,0,0,0,0,0,0,42,0.340909,8,6.3333,0.174242,0.143939,0.030303,4,6,0,4.1667,7,0.883697,0.040432,0.385281,0.242424,0.890909,0.86064,0,4,7;15;20;26;38;46,2;2;0;6;1;3,7,1,1,3,1,11.833,7.667,1,18,2,2
