target_draw,draw_date,history_cutoff,period,era,consensus_ticket,actual_main_numbers,special_number,hits,m1_plus,m2_plus,m3_plus,m4_plus,m5_plus,m6_plus,n_supported_numbers,top1_score,top1_support,top6_mean_support,rank6_score,rank7_score,rank6_minus_rank7_margin,rank6_support,rank7_support,rank6_rank7_tied,top6_family_breadth_mean,top6_distinct_families,score_entropy_norm,support_concentration_hhi,top6_score_mass_fraction,minority_support_mass,strategy_disagreement,family_disagreement,top6_slots_in_43_49,top6_slots_in_1_12,winner_ranks,winner_supports,winner_min_rank,n_winners_rank_7_8,n_winners_rank_7_12,n_winners_rank_21plus,n_winners_zero_support,top6_mean_gap,winners_mean_gap,top1_missed,special_rank,best_single_strategy_hits,n_strategies_m2plus
110000019,2021-02-16,110000018,SEARCH_1117,PRE_2023,1;5;11;21;29;30,1;9;11;12;37;46,43,2,1,1,0,0,0,0,38,0.234848,6,6.3333,0.181818,0.174242,0.007576,7,5,0,4.3333,6,0.881999,0.037387,0.341991,0.242424,0.876653,0.831682,0,3,1;4;7;18;26;31,6;1;6;2;5;3,1,1,1,2,0,9.833,5.333,0,9,2,6
110000020,2021-02-17,110000019,SEARCH_1117,PRE_2023,1;5;21;29;30;37,2;13;24;26;45;49,10,0,0,0,0,0,0,0,42,0.30303,12,6.6667,0.166667,0.143939,0.022727,6,5,0,4.6667,8,0.897592,0.037256,0.354978,0.298701,0.866732,0.807062,0,2,11;14;29;30;39;46,2;3;0;1;2;6,11,0,1,4,1,8.167,10.333,1,44,2,5
110000021,2021-02-18,110000020,SEARCH_1117,PRE_2023,1;5;21;30;37;43,1;3;9;41;42;48,27,1,1,0,0,0,0,0,42,0.257576,7,6.6667,0.181818,0.166667,0.015152,6,5,0,5.0,9,0.884452,0.038802,0.361472,0.264069,0.881955,0.829923,1,2,1;10;17;20;40;44,7;3;0;4;2;2,1,0,1,2,1,7.5,5.5,0,47,2,4
110000022,2021-02-19,110000021,SEARCH_1117,PRE_2023,1;5;21;30;37;41,2;28;31;36;40;45,24,0,0,0,0,0,0,0,40,0.409091,10,7.1667,0.143939,0.121212,0.022727,5,3,0,5.1667,8,0.870427,0.043309,0.38961,0.21645,0.870104,0.802166,0,2,24;28;33;36;37;39,1;1;1;2;2;1,24,0,0,6,0,7.333,8.667,1,45,1,0
110000023,2021-02-20,110000022,SEARCH_1117,PRE_2023,1;2;5;15;21;37,1;6;10;11;26;47,22,1,1,0,0,0,0,0,43,0.310606,7,5.5,0.136364,0.128788,0.007576,3,4,0,4.0,8,0.903797,0.036337,0.341991,0.229437,0.892882,0.863597,0,3,1;23;37;44;45;46,7;0;0;0;2;3,1,0,0,5,3,9.833,5.167,0,24,1,0
110000024,2021-02-21,110000023,SEARCH_1117,PRE_2023,1;2;5;15;21;30,9;18;25;27;32;39,40,0,0,0,0,0,0,0,39,0.401515,9,6.5,0.174242,0.128788,0.045455,5,4,0,4.1667,7,0.871476,0.042718,0.387446,0.222944,0.876681,0.826587,0,3,19;21;23;24;34;42,2;0;2;1;7;3,19,0,0,5,1,11.0,17.0,1,27,2,3
110000025,2021-02-23,110000024,SEARCH_1117,PRE_2023,1;5;14;16;21;30,1;6;18;19;20;42,43,1,1,0,0,0,0,0,43,0.340909,8,6.6667,0.143939,0.121212,0.022727,6,3,0,4.0,7,0.874628,0.043506,0.406926,0.168831,0.892305,0.850868,0,2,1;11;12;15;20;26,8;3;5;3;2;1,1,0,2,1,0,12.167,6.667,0,17,2,5
110000026,2021-02-26,110000025,SEARCH_1117,PRE_2023,1;5;6;14;15;16,4;13;22;23;39;42,26,0,0,0,0,0,0,0,39,0.393939,9,6.6667,0.174242,0.166667,0.007576,5,6,0,4.8333,8,0.854826,0.046579,0.415584,0.179654,0.869174,0.801559,0,3,11;16;20;23;29;32,1;1;5;5;2;3,11,0,1,3,0,9.667,8.667,1,18,2,4
110000027,2021-03-02,110000026,SEARCH_1117,PRE_2023,1;6;7;14;15;30,5;7;11;24;27;30,12,2,1,1,0,0,0,0,45,0.348485,8,6.1667,0.174242,0.174242,0.0,6,5,1,4.3333,8,0.885127,0.041304,0.380952,0.251082,0.886042,0.839594,0,3,5;6;12;40;47;49,3;4;0;0;1;6,5,0,1,3,2,11.0,8.333,1,31,2,2
110000028,2021-03-05,110000027,SEARCH_1117,PRE_2023,1;5;6;14;30;44,6;8;14;29;38;48,35,2,1,1,0,0,0,0,41,0.393939,9,7.6667,0.143939,0.136364,0.007576,9,4,0,5.1667,9,0.862268,0.045914,0.417749,0.205628,0.860147,0.822876,1,3,3;4;11;19;41;47,9;3;5;3;0;1,3,0,1,2,1,6.5,11.833,1,20,2,4
110000029,2021-03-09,110000028,SEARCH_1117,PRE_2023,1;5;6;15;16;30,8;9;13;29;36;46,23,0,0,0,0,0,0,0,41,0.371212,10,6.8333,0.151515,0.151515,0.0,5,6,1,4.3333,8,0.868664,0.044489,0.406926,0.235931,0.866033,0.813582,0,3,13;18;20;23;39;47,3;2;2;3;0;3,13,0,0,3,1,7.333,4.5,1,17,2,2
110000030,2021-03-12,110000029,SEARCH_1117,PRE_2023,1;6;9;15;16;21,8;21;26;30;33;46,45,1,1,0,0,0,0,0,37,0.378788,10,7.3333,0.181818,0.174242,0.007576,7,5,0,5.0,8,0.837545,0.048565,0.417749,0.149351,0.854514,0.791351,0,3,6;8;11;34;44;47,5;7;0;6;0;1,6,1,2,3,2,13.167,9.667,1,21,2,2
110000031,2021-03-16,110000030,SEARCH_1117,PRE_2023,1;6;8;9;16;29,8;19;22;24;30;43,13,1,1,0,0,0,0,0,42,0.310606,8,6.6667,0.166667,0.166667,0.0,5,5,1,4.6667,8,0.878333,0.040432,0.367965,0.212121,0.88227,0.826773,0,4,6;8;11;16;33;44,5;0;4;1;5;5,6,1,2,2,1,4.667,5.333,1,37,2,3
110000032,2021-03-19,110000031,SEARCH_1117,PRE_2023,1;2;3;6;8;16,7;19;28;35;38;48,8,0,0,0,0,0,0,0,45,0.295455,7,6.1667,0.166667,0.151515,0.015152,4,8,0,4.3333,8,0.892141,0.039851,0.387446,0.28355,0.885967,0.845549,0,5,13;15;22;28;39;42,1;3;1;6;3;2,13,0,0,4,0,8.0,7.5,1,2,2,6
110000033,2021-03-23,110000032,SEARCH_1117,PRE_2023,1;3;6;8;16;21,2;15;28;43;45;49,35,0,0,0,0,0,0,0,39,0.386364,9,6.1667,0.159091,0.143939,0.015152,5,5,0,4.0,7,0.873731,0.042109,0.376623,0.151515,0.884183,0.832808,0,4,7;13;16;29;33;37,2;5;2;6;1;5,7,1,1,3,0,7.667,10.833,1,19,3,6
110000034,2021-03-26,110000033,SEARCH_1117,PRE_2023,1;3;6;8;16;30,15;21;24;30;37;38,34,1,1,0,0,0,0,0,39,0.424242,10,7.5,0.166667,0.151515,0.015152,8,7,0,4.5,8,0.854853,0.048753,0.435065,0.203463,0.869871,0.836731,0,4,6;13;26;30;38;42,1;3;0;8;3;1,6,0,0,4,1,8.5,4.667,1,22,2,2
110000035,2021-03-30,110000034,SEARCH_1117,PRE_2023,1;3;8;18;29;30,17;22;23;25;31;33,3,0,0,0,0,0,0,0,42,0.333333,8,6.6667,0.166667,0.159091,0.007576,5,5,0,4.3333,8,0.871013,0.042456,0.393939,0.238095,0.884772,0.852774,0,3,18;19;29;31;35;36,3;2;3;2;1;1,18,0,0,4,0,7.5,10.0,1,2,2,4
110000036,2021-04-02,110000035,SEARCH_1117,PRE_2023,1;3;8;16;29;30,17;21;25;30;40;42,26,1,1,0,0,0,0,0,42,0.333333,8,7.1667,0.181818,0.136364,0.045455,7,3,0,4.1667,7,0.864644,0.043983,0.411255,0.177489,0.874243,0.857068,0,3,4;15;19;27;28;31,3;2;2;9;2;1,4,0,0,3,0,9.833,5.0,1,48,2,1
110000037,2021-04-06,110000036,SEARCH_1117,PRE_2023,1;3;8;9;10;30,1;22;26;28;34;38,35,1,1,0,0,0,0,0,40,0.295455,7,6.0,0.174242,0.166667,0.007576,5,6,0,4.1667,8,0.879472,0.039964,0.378788,0.175325,0.893608,0.853681,0,5,1;12;18;22;36;46,7;2;0;3;7;2,1,0,1,3,1,9.5,8.667,0,26,2,2
110000038,2021-04-09,110000037,SEARCH_1117,PRE_2023,1;3;6;8;16;30,6;9;18;25;29;35,46,1,1,0,0,0,0,0,43,0.356061,8,7.0,0.166667,0.159091,0.007576,6,5,0,4.6667,7,0.873671,0.043,0.402597,0.21645,0.887124,0.858029,0,4,6;9;22;31;33;34,6;3;2;1;3;1,6,0,1,4,0,9.667,8.167,1,36,2,3
110000039,2021-04-13,110000038,SEARCH_1117,PRE_2023,1;3;8;16;22;30,11;25;31;32;35;42,41,0,0,0,0,0,0,0,39,0.416667,11,7.1667,0.151515,0.151515,0.0,7,4,1,4.3333,8,0.854546,0.046963,0.417749,0.246753,0.865034,0.848924,0,3,10;21;22;28;30;46,1;4;2;5;0;1,10,0,1,5,1,9.167,6.0,1,27,2,1
110000040,2021-04-16,110000039,SEARCH_1117,PRE_2023,1;3;8;16;25;30,7;10;16;21;33;46,2,1,1,0,0,0,0,0,40,0.310606,7,7.3333,0.181818,0.174242,0.007576,6,5,0,4.6667,8,0.847885,0.046804,0.426407,0.164502,0.870658,0.826734,0,3,5;8;17;25;36;47,4;2;8;1;0;2,5,1,1,3,1,9.833,11.167,1,41,2,6
110000041,2021-04-20,110000040,SEARCH_1117,PRE_2023,1;3;8;12;16;30,5;7;9;15;24;26,12,0,0,0,0,0,0,0,44,0.272727,6,6.6667,0.174242,0.136364,0.037879,6,3,0,4.3333,8,0.883434,0.040713,0.396104,0.209957,0.889033,0.867586,0,4,7;22;23;31;41;46,2;3;2;1;0;2,7,1,1,5,1,10.333,6.0,1,5,2,1
110000042,2021-04-23,110000041,SEARCH_1117,PRE_2023,1;3;7;12;16;30,18;20;23;32;37;46,39,0,0,0,0,0,0,0,44,0.25,10,6.1667,0.151515,0.151515,0.0,5,5,1,4.1667,8,0.886113,0.03927,0.367965,0.205628,0.890471,0.847081,0,4,20;26;28;30;34;45,0;2;3;4;3;3,20,0,0,5,1,9.667,6.833,1,31,2,3
110000043,2021-04-27,110000042,SEARCH_1117,PRE_2023,1;3;8;12;16;30,5;8;20;23;34;39,31,1,1,0,0,0,0,0,42,0.265152,6,6.3333,0.174242,0.151515,0.022727,5,8,0,4.0,8,0.886276,0.03897,0.372294,0.25974,0.881314,0.824265,0,4,6;24;25;29;35;42,1;5;1;2;1;3,6,0,0,5,0,12.333,6.5,1,15,2,2
110000044,2021-04-30,110000043,SEARCH_1117,PRE_2023,1;3;5;8;12;30,4;14;22;42;46;47,21,0,0,0,0,0,0,0,40,0.30303,8,6.0,0.174242,0.143939,0.030303,5,4,0,4.3333,7,0.878267,0.040282,0.372294,0.199134,0.883063,0.835992,0,5,10;15;17;22;31;45,2;4;0;5;6;4,10,0,1,3,1,10.833,11.5,1,32,2,8
110000045,2021-05-04,110000044,SEARCH_1117,PRE_2023,1;3;8;12;30;42,5;15;17;19;27;37,42,0,0,0,0,0,0,0,40,0.272727,7,6.1667,0.174242,0.159091,0.015152,4,4,0,4.3333,9,0.885791,0.03824,0.363636,0.270563,0.872868,0.833194,0,4,9;10;11;17;37;44,3;0;4;3;4;1,9,0,3,2,1,11.667,8.167,1,3,2,1
110000046,2021-05-07,110000045,SEARCH_1117,PRE_2023,1;3;8;12;16;30,12;22;26;35;36;49,32,1,1,0,0,0,0,0,42,0.257576,8,6.0,0.174242,0.166667,0.007576,5,4,0,3.8333,7,0.879182,0.040039,0.361472,0.244589,0.872188,0.849086,0,4,4;16;18;31;35;49,5;2;1;0;4;4,4,0,0,3,1,13.333,11.833,1,15,3,4
110000047,2021-05-11,110000046,SEARCH_1117,PRE_2023,1;2;3;5;26;30,5;7;9;27;35;42,19,1,1,0,0,0,0,0,39,0.439394,11,7.3333,0.143939,0.136364,0.007576,6,4,0,4.3333,7,0.845917,0.050711,0.448052,0.190476,0.862682,0.838814,0,4,4;8;36;40;41;46,5;0;0;0;1;7,4,1,1,4,3,10.667,3.333,1,15,2,1
110000048,2021-05-14,110000047,SEARCH_1117,PRE_2023,1;2;3;5;8;42,2;13;14;30;43;48,17,1,1,0,0,0,0,0,43,0.310606,8,6.5,0.159091,0.159091,0.0,5,5,1,4.3333,9,0.884436,0.040554,0.383117,0.233766,0.886925,0.844293,0,5,2;7;20;26;39;45,6;3;0;5;2;3,2,1,1,3,1,10.0,13.5,1,33,3,3
110000049,2021-05-18,110000048,SEARCH_1117,PRE_2023,1;2;3;5;8;30,11;15;16;18;35;43,46,0,0,0,0,0,0,0,40,0.265152,7,6.5,0.219697,0.159091,0.060606,6,8,0,4.5,7,0.862784,0.043028,0.409091,0.175325,0.879858,0.837874,0,5,8;14;16;26;42;44,3;0;4;0;2;3,8,1,1,3,2,8.333,5.5,1,20,1,0
110000050,2021-05-21,110000049,SEARCH_1117,PRE_2023,1;3;8;10;16;42,2;4;25;26;27;29,41,0,0,0,0,0,0,0,42,0.287879,7,5.6667,0.159091,0.159091,0.0,4,6,1,3.8333,9,0.88556,0.038858,0.357143,0.244589,0.879637,0.844068,0,4,16;17;28;37;43;47,2;0;1;0;2;3,16,0,0,4,2,10.5,6.333,1,25,2,1
110000051,2021-05-25,110000050,SEARCH_1117,PRE_2023,1;2;3;8;16;42,15;31;38;44;46;48,21,0,0,0,0,0,0,0,39,0.287879,7,6.5,0.159091,0.159091,0.0,5,5,1,4.1667,9,0.869076,0.041669,0.387446,0.177489,0.875688,0.849509,0,4,15;18;19;27;48;49,1;3;0;9;5;0,15,0,0,3,2,9.833,12.333,1,10,3,1
110000052,2021-05-28,110000051,SEARCH_1117,PRE_2023,3;5;8;15;16;26,4;12;18;23;43;46,7,0,0,0,0,0,0,0,40,0.318182,8,6.1667,0.159091,0.151515,0.007576,4,6,0,3.8333,8,0.872149,0.042278,0.387446,0.203463,0.886222,0.866848,0,3,7;8;14;27;30;42,1;0;5;2;6;6,7,2,2,3,1,8.5,4.0,1,41,3,6
110000053,2021-06-01,110000052,SEARCH_1117,PRE_2023,3;18;21;26;30;43,1;2;9;26;35;41,46,1,1,0,0,0,0,0,38,0.295455,8,7.8333,0.181818,0.166667,0.015152,6,4,0,4.6667,8,0.854623,0.044049,0.398268,0.166667,0.853517,0.802735,1,1,2;10;16;22;25;34,3;1;1;9;1;6,2,0,1,3,0,9.167,10.667,1,11,2,3
110000054,2021-06-04,110000053,SEARCH_1117,PRE_2023,1;3;8;18;43;46,7;8;24;28;32;41,10,1,1,0,0,0,0,0,39,0.30303,7,6.8333,0.166667,0.159091,0.007576,4,4,0,4.0,7,0.867579,0.041154,0.363636,0.160173,0.878256,0.824231,2,3,6;15;25;28;34;39,1;4;2;1;5;1,6,0,0,4,0,8.5,10.167,1,16,2,3
110000055,2021-06-08,110000054,SEARCH_1117,PRE_2023,1;3;8;9;10;46,4;6;26;36;38;47,43,0,0,0,0,0,0,0,39,0.30303,7,6.5,0.143939,0.136364,0.007576,8,4,0,4.1667,8,0.872395,0.040816,0.372294,0.201299,0.883465,0.826439,1,5,15;19;20;27;30;38,2;2;4;1;1;1,15,0,0,3,0,9.5,7.667,1,8,2,1
110000056,2021-06-11,110000055,SEARCH_1117,PRE_2023,3;4;9;10;26;30,7;9;16;23;27;44,46,1,1,0,0,0,0,0,41,0.318182,7,6.5,0.143939,0.136364,0.007576,5,5,0,4.3333,8,0.873409,0.041725,0.38961,0.179654,0.891475,0.846111,0,4,2;12;18;27;28;45,1;8;4;0;2;4,2,0,1,3,1,10.667,4.5,1,14,2,6
110000057,2021-06-15,110000056,SEARCH_1117,PRE_2023,3;7;9;10;20;26,9;11;23;34;41;45,49,1,1,0,0,0,0,0,40,0.378788,11,7.8333,0.189394,0.136364,0.05303,5,3,0,4.6667,8,0.850811,0.048116,0.452381,0.218615,0.863672,0.824154,0,4,5;22;26;31;35;49,7;1;1;2;0;5,5,0,0,5,1,11.833,8.5,1,32,2,2
110000058,2021-06-18,110000057,SEARCH_1117,PRE_2023,3;9;10;13;20;26,2;18;22;25;41;43,14,0,0,0,0,0,0,0,41,0.363636,9,6.6667,0.151515,0.143939,0.007576,5,4,0,4.0,7,0.87024,0.043271,0.393939,0.192641,0.879215,0.838306,0,3,8;11;13;31;32;41,3;5;1;1;2;5,8,1,2,3,0,14.0,6.333,1,25,2,4
110000059,2021-06-22,110000058,SEARCH_1117,PRE_2023,2;3;9;10;18;26,14;17;27;43;45;48,41,0,0,0,0,0,0,0,37,0.295455,8,6.8333,0.19697,0.159091,0.037879,7,6,0,4.6667,8,0.846343,0.046495,0.435065,0.177489,0.866779,0.809856,0,4,11;13;24;30;33;37,1;3;2;7;2;1,11,0,1,4,0,10.833,6.5,1,32,2,4
110000060,2021-06-25,110000059,SEARCH_1117,PRE_2023,3;9;14;18;26;43,1;4;9;37;38;41,40,1,1,0,0,0,0,0,41,0.378788,9,7.5,0.166667,0.151515,0.015152,5,4,0,4.8333,9,0.853826,0.048556,0.435065,0.212121,0.864408,0.820892,1,2,1;21;22;40;42;49,1;0;9;1;0;3,1,0,0,5,2,8.5,6.167,0,26,2,4
110000061,2021-06-29,110000060,SEARCH_1117,PRE_2023,1;2;3;9;10;18,1;23;25;30;38;45,14,1,1,0,0,0,0,0,42,0.363636,9,6.5,0.151515,0.151515,0.0,4,6,1,4.6667,8,0.863504,0.046438,0.430736,0.235931,0.872212,0.817818,0,5,1;14;34;35;47;49,9;1;0;0;2;2,1,0,0,4,2,11.5,4.0,0,41,1,0
110000062,2021-07-02,110000061,SEARCH_1117,PRE_2023,1;3;9;10;18;20,4;9;11;25;27;29,22,1,1,0,0,0,0,0,42,0.340909,8,6.1667,0.143939,0.128788,0.015152,5,5,0,4.0,8,0.878815,0.041632,0.387446,0.268398,0.882716,0.842297,0,4,3;13;36;39;45;48,2;7;0;1;1;0,3,0,0,4,2,14.833,4.167,1,46,2,1
110000063,2021-07-06,110000062,SEARCH_1117,PRE_2023,1;3;4;9;10;18,13;19;25;32;42;44,2,0,0,0,0,0,0,0,37,0.310606,7,6.3333,0.166667,0.143939,0.022727,4,4,0,4.5,8,0.853936,0.044714,0.411255,0.168831,0.868966,0.812847,0,5,10;14;19;20;25;48,2;3;5;0;1;4,10,0,1,2,1,12.333,11.0,1,21,2,3
110000064,2021-07-09,110000063,SEARCH_1117,PRE_2023,1;3;9;10;18;25,3;13;24;26;27;29,9,1,1,0,0,0,0,0,43,0.287879,8,6.5,0.143939,0.143939,0.0,6,5,1,4.5,7,0.893855,0.039205,0.374459,0.264069,0.882886,0.846283,0,4,2;8;18;22;32;47,6;2;2;6;3;0,2,1,1,3,1,13.167,11.167,1,3,2,4
110000065,2021-07-13,110000064,SEARCH_1117,PRE_2023,1;3;9;10;25;26,9;14;17;23;33;48,4,1,1,0,0,0,0,0,39,0.318182,8,6.5,0.189394,0.174242,0.015152,7,5,0,4.6667,8,0.868901,0.042081,0.393939,0.220779,0.872769,0.819742,0,4,1;38;43;44;47;49,8;0;0;0;1;0,1,0,0,5,4,6.0,8.333,0,8,1,0
110000066,2021-07-16,110000065,SEARCH_1117,PRE_2023,1;9;10;20;25;26,13;16;17;19;39;44,42,0,0,0,0,0,0,0,44,0.356061,9,6.6667,0.151515,0.136364,0.015152,5,3,0,4.3333,7,0.894601,0.039879,0.374459,0.270563,0.886217,0.842327,0,3,14;19;24;33;37;42,1;1;1;2;4;4,14,0,0,4,0,10.0,7.0,1,29,2,2
110000067,2021-07-20,110000066,SEARCH_1117,PRE_2023,1;3;9;10;13;25,1;8;32;41;44;49,23,1,1,0,0,0,0,0,41,0.393939,10,6.5,0.159091,0.136364,0.022727,6,6,0,4.0,8,0.861269,0.046223,0.422078,0.266234,0.880516,0.864364,0,4,4;25;27;30;36;39,5;2;1;2;2;3,4,0,0,5,0,7.167,8.667,1,10,2,3
110000068,2021-07-23,110000067,SEARCH_1117,PRE_2023,1;3;9;10;23;25,7;15;23;24;31;38,9,1,1,0,0,0,0,0,42,0.386364,9,6.6667,0.136364,0.128788,0.007576,3,4,0,4.3333,8,0.869102,0.045464,0.404762,0.264069,0.868897,0.84649,0,4,4;19;24;28;38;47,1;2;6;0;1;2,4,0,0,4,1,7.333,10.0,1,2,1,0
110000069,2021-07-27,110000068,SEARCH_1117,PRE_2023,1;7;9;10;23;25,3;28;30;42;43;46,15,0,0,0,0,0,0,0,42,0.280303,7,6.1667,0.166667,0.159091,0.007576,4,6,0,4.3333,7,0.889283,0.038268,0.352814,0.290043,0.867343,0.837228,0,4,9;21;23;27;36;41,3;2;1;1;3;2,9,0,1,5,0,7.167,10.167,1,25,2,2
110000070,2021-07-30,110000069,SEARCH_1117,PRE_2023,3;9;10;12;23;25,2;15;19;29;43;46,23,0,0,0,0,0,0,0,42,0.318182,8,6.3333,0.159091,0.151515,0.007576,5,4,0,4.3333,7,0.877474,0.040844,0.374459,0.24026,0.866492,0.821572,0,4,23;24;28;34;35;46,1;1;1;0;1;2,23,0,0,6,1,10.5,4.333,1,3,2,1
110000071,2021-08-03,110000070,SEARCH_1117,PRE_2023,2;9;10;12;23;25,17;27;30;38;42;44,24,0,0,0,0,0,0,0,42,0.257576,6,6.1667,0.166667,0.151515,0.015152,6,6,0,4.1667,7,0.894921,0.037687,0.37013,0.305195,0.890587,0.853572,0,4,10;11;20;21;33;46,0;4;2;4;5;2,10,0,2,3,1,11.333,3.833,1,36,2,5
110000072,2021-08-06,110000071,SEARCH_1117,PRE_2023,3;9;10;23;25;27,3;4;15;29;32;39,38,1,1,0,0,0,0,0,39,0.257576,6,6.3333,0.181818,0.151515,0.030303,6,4,0,4.6667,8,0.870909,0.040104,0.37013,0.194805,0.869616,0.806643,0,3,2;15;32;43;45;46,5;2;0;0;0;1,2,0,0,4,3,9.333,4.667,1,10,1,0
110000073,2021-08-10,110000072,SEARCH_1117,PRE_2023,3;9;10;23;27;38,1;3;16;17;24;25,46,1,1,0,0,0,0,0,40,0.325758,8,6.8333,0.181818,0.174242,0.007576,6,6,0,4.8333,8,0.874619,0.040966,0.376623,0.287879,0.87471,0.819018,0,3,5;7;25;30;36;41,0;4;1;1;1;6,5,1,1,4,1,8.5,5.167,1,32,2,3
110000074,2021-08-13,110000073,SEARCH_1117,PRE_2023,1;9;10;12;15;25,5;6;19;24;33;41,3,0,0,0,0,0,0,0,40,0.265152,6,5.3333,0.166667,0.166667,0.0,5,7,1,3.8333,8,0.880271,0.038652,0.341991,0.257576,0.87566,0.838999,0,4,14;15;27;44;45;47,2;1;0;0;0;4,14,0,0,4,3,11.5,11.167,1,18,2,1
110000075,2021-08-17,110000074,SEARCH_1117,PRE_2023,9;10;12;20;23;38,2;11;29;33;41;44,40,0,0,0,0,0,0,0,45,0.265152,7,5.8333,0.143939,0.136364,0.007576,5,7,0,3.6667,5,0.90871,0.035869,0.348485,0.305195,0.888162,0.860028,0,3,16;21;34;39;40;46,0;1;2;1;4;3,16,0,0,5,1,18.5,4.5,1,8,2,2
110000076,2021-08-20,110000075,SEARCH_1117,PRE_2023,9;10;12;20;23;24,3;6;11;13;18;37,46,0,0,0,0,0,0,0,43,0.325758,8,6.5,0.143939,0.143939,0.0,5,6,1,3.8333,7,0.884602,0.040573,0.376623,0.218615,0.886784,0.865781,0,3,9;15;17;29;46;49,3;0;3;3;2;0,9,0,1,3,2,19.0,8.333,1,43,3,2
110000077,2021-08-24,110000076,SEARCH_1117,PRE_2023,3;9;10;12;20;25,1;5;17;36;40;41,38,0,0,0,0,0,0,0,44,0.280303,7,5.5,0.151515,0.151515,0.0,5,6,1,3.5,7,0.907099,0.035906,0.348485,0.246753,0.902464,0.879147,0,4,11;14;16;28;30;43,2;1;2;2;7;2,11,0,1,3,0,18.833,12.667,1,9,2,1
110000078,2021-08-27,110000077,SEARCH_1117,PRE_2023,1;9;10;12;17;25,8;11;16;32;35;43,41,0,0,0,0,0,0,0,43,0.325758,8,6.3333,0.159091,0.143939,0.015152,7,5,0,4.0,7,0.893602,0.038427,0.367965,0.24026,0.894123,0.862268,0,4,9;12;20;45;46;48,3;0;0;0;3;7,9,0,2,3,3,14.0,9.5,1,24,2,2
110000079,2021-08-31,110000078,SEARCH_1117,PRE_2023,9;10;11;12;15;20,7;14;23;43;47;49,48,0,0,0,0,0,0,0,45,0.295455,7,6.6667,0.181818,0.166667,0.015152,5,9,0,4.0,8,0.887269,0.040985,0.398268,0.30303,0.887154,0.871112,0,4,7;11;22;39;43;45,2;1;1;9;6;1,7,1,2,4,0,20.667,12.167,1,44,3,4
110000080,2021-09-03,110000079,SEARCH_1117,PRE_2023,9;10;12;17;23;43,1;18;21;24;32;41,12,0,0,0,0,0,0,0,40,0.280303,7,7.3333,0.19697,0.189394,0.007576,9,7,0,4.6667,8,0.863152,0.043206,0.387446,0.24026,0.869238,0.820601,1,3,17;21;28;35;44;47,1;1;3;0;0;1,17,0,0,5,2,14.667,9.667,1,2,1,0
110000081,2021-09-07,110000080,SEARCH_1117,PRE_2023,10;12;20;23;25;43,4;20;26;27;45;48,37,1,1,0,0,0,0,0,41,0.257576,6,6.1667,0.166667,0.159091,0.007576,8,4,0,3.6667,8,0.890014,0.036581,0.329004,0.145022,0.895699,0.860549,1,2,5;12;24;28;40;47,3;6;0;3;3;2,5,0,1,4,1,20.0,18.333,1,49,2,5
110000082,2021-09-10,110000081,SEARCH_1117,PRE_2023,1;10;12;15;23;43,1;5;15;16;28;41,44,2,1,1,0,0,0,0,42,0.25,6,7.0,0.19697,0.166667,0.030303,11,6,0,4.1667,8,0.877435,0.040048,0.37013,0.222944,0.870366,0.853327,1,3,2;5;10;34;39;43,5;0;8;1;1;9,2,0,1,3,1,15.0,6.0,1,32,2,10
110000083,2021-09-14,110000082,SEARCH_1117,PRE_2023,1;10;12;15;41;43,9;13;18;22;40;41,49,1,1,0,0,0,0,0,43,0.340909,8,7.8333,0.151515,0.143939,0.007576,9,4,0,5.0,9,0.871702,0.043449,0.402597,0.19697,0.87022,0.824086,1,3,4;9;16;22;27;47,4;0;1;3;4;10,4,0,1,3,1,13.5,10.0,1,43,2,5
110000084,2021-09-17,110000083,SEARCH_1117,PRE_2023,1;9;10;12;34;41,7;12;18;35;37;45,44,1,1,0,0,0,0,0,41,0.340909,8,7.8333,0.151515,0.143939,0.007576,7,5,0,4.8333,7,0.860445,0.045398,0.415584,0.21645,0.872828,0.834557,0,4,4;8;28;31;34;35,1;6;6;1;1;1,4,1,1,4,0,17.833,9.167,1,33,2,2
110000085,2021-09-21,110000084,SEARCH_1117,PRE_2023,1;2;9;10;18;41,2;13;16;28;31;34,21,1,1,0,0,0,0,0,44,0.44697,11,7.3333,0.159091,0.143939,0.015152,9,5,0,4.5,8,0.881584,0.044471,0.398268,0.246753,0.880163,0.863713,0,4,4;8;16;28;33;38,4;1;2;1;1;7,4,1,1,3,0,10.5,10.5,1,25,2,4
110000086,2021-09-24,110000085,SEARCH_1117,PRE_2023,1;9;10;13;16;18,4;10;21;30;39;42,22,1,1,0,0,0,0,0,42,0.416667,10,7.5,0.166667,0.143939,0.022727,6,9,0,4.8333,8,0.867011,0.04552,0.415584,0.255411,0.871903,0.84158,0,3,3;10;11;14;22;43,0;6;4;3;5;2,3,0,2,2,1,9.5,16.833,1,23,4,4
110000087,2021-09-28,110000086,SEARCH_1117,PRE_2023,1;4;9;10;16;18,23;24;27;36;47;49,40,0,0,0,0,0,0,0,42,0.378788,9,7.8333,0.174242,0.174242,0.0,4,10,1,5.0,8,0.860932,0.047422,0.419913,0.209957,0.846543,0.812813,0,4,16;22;33;38;39;45,3;1;0;4;2;3,16,0,0,5,1,2.667,7.833,1,28,3,2
